from,to,count,
GUEDIAWAYE,AGNAM CIVOL,3,No
GUEDIAWAYE,VELINGARA,0,No
GUEDIAWAYE,ORKADIERE,7,No
GUEDIAWAYE,OURO SIDY,2,No
PIKINE DAGOUDANE,PARCELLES ASSAINIES,33,No
PIKINE DAGOUDANE,ALMADIES,41,No
PIKINE DAGOUDANE,GRAND DAKAR,67,No
PIKINE DAGOUDANE,DAKAR PLATEAU,72,No
PIKINE DAGOUDANE,GUEDIAWAYE,93,No
PIKINE DAGOUDANE,THIAROYE,98,No
PIKINE DAGOUDANE,NIAYES,50,No
PIKINE DAGOUDANE,RUFISQUE,6,No
PIKINE DAGOUDANE,BAMBILOR,15,No
PIKINE DAGOUDANE,KEUR MOUSSA,5,No
PIKINE DAGOUDANE,SINDIA,13,No
PIKINE DAGOUDANE,NOTTO,0,No
PIKINE DAGOUDANE,THIENABA,5,No
PIKINE DAGOUDANE,PAMBAL,5,No
PIKINE DAGOUDANE,MEOUANE,2,No
PIKINE DAGOUDANE,MERINA DAKHAR,1,No
PIKINE DAGOUDANE,NIAKHENE,2,No
PIKINE DAGOUDANE,THIES SUD,11,No
PIKINE DAGOUDANE,THIES NORD,5,No
PIKINE DAGOUDANE,FISSEL,1,No
PIKINE DAGOUDANE,SESSENE,1,No
PIKINE DAGOUDANE,TAIF,0,No
PIKINE DAGOUDANE,KAEL,1,No
PIKINE DAGOUDANE,NDAME,48,No
PIKINE DAGOUDANE,NDOULO,6,No
PIKINE DAGOUDANE,NDINDY,1,No
PIKINE DAGOUDANE,NGOYE,3,No
PIKINE DAGOUDANE,LAMBAYE,4,No
PIKINE DAGOUDANE,BABA GARAGE,1,No
PIKINE DAGOUDANE,COLOBANE,1,No
PIKINE DAGOUDANE,NIAKHAR,0,No
PIKINE DAGOUDANE,TATTAGUINE,3,No
PIKINE DAGOUDANE,OUADIOUR,0,No
PIKINE DAGOUDANE,NDIOB,5,No
PIKINE DAGOUDANE,FIMELA,2,No
PIKINE DAGOUDANE,NIODIOR,0,No
PIKINE DAGOUDANE,TOUBACOUTA,3,No
PIKINE DAGOUDANE,DJILOR,3,No
PIKINE DAGOUDANE,SAKAL,3,No
PIKINE DAGOUDANE,MEUR MOMAR SARR,2,No
PIKINE DAGOUDANE,MBEDIENE,5,No
PIKINE DAGOUDANE,COKI,1,No
PIKINE DAGOUDANE,SAGATTA GUETH I,3,No
PIKINE DAGOUDANE,SAGATTA GUETH II,2,No
PIKINE DAGOUDANE,DAROU MOUSTY,4,No
PIKINE DAGOUDANE,SAGATTA DJOLOF,2,No
PIKINE DAGOUDANE,YANG YANG,1,No
PIKINE DAGOUDANE,DODJI,2,No
PIKINE DAGOUDANE,BARKEDJI,2,No
PIKINE DAGOUDANE,MBADAKHOUNE,1,No
PIKINE DAGOUDANE,NGUELOU,2,No
PIKINE DAGOUDANE,NGOTHIE,3,No
PIKINE DAGOUDANE,KOUMBAL,10,No
PIKINE DAGOUDANE,NDIEDIENG,2,No
PIKINE DAGOUDANE,PAOS KOTO,3,No
PIKINE DAGOUDANE,WACK NGOUNA,0,No
PIKINE DAGOUDANE,MEDINA SABAKH,2,No
PIKINE DAGOUDANE,GNIBY,0,No
PIKINE DAGOUDANE,DAROU MINAME II,1,No
PIKINE DAGOUDANE,KATAKELKEUR MBOUCKI,0,No
PIKINE DAGOUDANE,KEUR MBOUCKI,1,No
PIKINE DAGOUDANE,SAGNA,0,No
PIKINE DAGOUDANE,IDA MOURIDE,3,No
PIKINE DAGOUDANE,MISSIRAH WADENE,0,No
PIKINE DAGOUDANE,LOUR ESCALE,0,No
PIKINE DAGOUDANE,MABO,1,No
PIKINE DAGOUDANE,MBANE,2,No
PIKINE DAGOUDANE,SALDE,3,No
PIKINE DAGOUDANE,NDIAYE MBERESS,7,No
PIKINE DAGOUDANE,GAMADJI SARRE,4,No
PIKINE DAGOUDANE,CAS CAS,5,No
PIKINE DAGOUDANE,RAO,4,No
PIKINE DAGOUDANE,THILE BOUBACAR,1,No
PIKINE DAGOUDANE,FAFACOUROU,0,No
PIKINE DAGOUDANE,MAMPATIM,2,No
PIKINE DAGOUDANE,NDORNA,0,No
PIKINE DAGOUDANE,BONCONTO,0,No
PIKINE DAGOUDANE,NIAMING,0,No
PIKINE DAGOUDANE,DIOULACOLON,1,No
PIKINE DAGOUDANE,SARE COLY SALE,1,No
PIKINE DAGOUDANE,PAKOUR,0,No
PIKINE DAGOUDANE,SARE BIDJI,3,No
PIKINE DAGOUDANE,DJIBANAR,4,No
PIKINE DAGOUDANE,DJIREDJI,0,No
PIKINE DAGOUDANE,DIAROUME,1,No
PIKINE DAGOUDANE,BONA,0,No
PIKINE DAGOUDANE,KARANTABA,0,No
PIKINE DAGOUDANE,DIENDE,2,No
PIKINE DAGOUDANE,BOGHAL,0,No
PIKINE DAGOUDANE,SIMBANDI BRASSOU,0,No
PIKINE DAGOUDANE,DJIBABOUYA,1,No
PIKINE DAGOUDANE,CABROUSSE,1,No
PIKINE DAGOUDANE,LOUDIA OUOLOF,0,No
PIKINE DAGOUDANE,SINDIAN,2,No
PIKINE DAGOUDANE,TENGHORY,0,No
PIKINE DAGOUDANE,KATABA I,1,No
PIKINE DAGOUDANE,TENDOUCK,1,No
PIKINE DAGOUDANE,NYASSIA,0,No
PIKINE DAGOUDANE,NIAGUIS,6,No
PIKINE DAGOUDANE,BANDAFASSI,2,No
PIKINE DAGOUDANE,BEMBOU,0,No
PIKINE DAGOUDANE,DAKATELY,0,No
PIKINE DAGOUDANE,DAR SALAM,0,No
PIKINE DAGOUDANE,FONGOLIMBI,0,No
PIKINE DAGOUDANE,SABODALA,0,No
PIKINE DAGOUDANE,KOUSSANAR,4,No
PIKINE DAGOUDANE,MISSIRAH,0,No
PIKINE DAGOUDANE,MAKACOULIBANTANG,0,No
PIKINE DAGOUDANE,KOUTHIABA OUOLOF,0,No
PIKINE DAGOUDANE,BAMBA NDIAYENE,1,No
PIKINE DAGOUDANE,KOULOR,0,No
PIKINE DAGOUDANE,DIANKE MAKHA,0,No
PIKINE DAGOUDANE,BALA,2,No
PIKINE DAGOUDANE,BOYNGUEL BAMBA,1,No
PIKINE DAGOUDANE,MOUDERY,3,No
PIKINE DAGOUDANE,KENIEBA,0,No
PIKINE DAGOUDANE,BELE,0,No
PIKINE DAGOUDANE,OGO,4,No
PIKINE DAGOUDANE,AGNAM CIVOL,4,No
PIKINE DAGOUDANE,VELINGARA,1,No
PIKINE DAGOUDANE,ORKADIERE,10,No
PIKINE DAGOUDANE,OURO SIDY,0,No
THIAROYE,PARCELLES ASSAINIES,32,No
THIAROYE,ALMADIES,29,No
THIAROYE,GRAND DAKAR,65,No
THIAROYE,DAKAR PLATEAU,89,No
THIAROYE,GUEDIAWAYE,27,No
THIAROYE,PIKINE DAGOUDANE,74,No
THIAROYE,NIAYES,66,No
THIAROYE,RUFISQUE,33,No
THIAROYE,BAMBILOR,23,No
THIAROYE,KEUR MOUSSA,4,No
THIAROYE,SINDIA,13,No
THIAROYE,NOTTO,1,No
THIAROYE,THIENABA,0,No
THIAROYE,PAMBAL,5,No
THIAROYE,MEOUANE,2,No
THIAROYE,MERINA DAKHAR,0,No
THIAROYE,NIAKHENE,0,No
THIAROYE,THIES SUD,8,No
THIAROYE,THIES NORD,1,No
THIAROYE,FISSEL,0,No
THIAROYE,SESSENE,3,No
THIAROYE,TAIF,0,No
THIAROYE,KAEL,1,No
THIAROYE,NDAME,24,No
THIAROYE,NDOULO,7,No
THIAROYE,NDINDY,0,No
THIAROYE,NGOYE,2,No
THIAROYE,LAMBAYE,0,No
THIAROYE,BABA GARAGE,0,No
THIAROYE,COLOBANE,0,No
THIAROYE,NIAKHAR,1,No
THIAROYE,TATTAGUINE,1,No
THIAROYE,OUADIOUR,1,No
THIAROYE,NDIOB,1,No
THIAROYE,FIMELA,1,No
THIAROYE,NIODIOR,1,No
THIAROYE,TOUBACOUTA,2,No
THIAROYE,DJILOR,1,No
THIAROYE,SAKAL,2,No
THIAROYE,MEUR MOMAR SARR,2,No
THIAROYE,MBEDIENE,2,No
THIAROYE,COKI,1,No
THIAROYE,SAGATTA GUETH I,2,No
THIAROYE,SAGATTA GUETH II,1,No
THIAROYE,DAROU MOUSTY,1,No
THIAROYE,SAGATTA DJOLOF,2,No
THIAROYE,YANG YANG,0,No
THIAROYE,DODJI,0,No
THIAROYE,BARKEDJI,0,No
THIAROYE,MBADAKHOUNE,0,No
THIAROYE,NGUELOU,3,No
THIAROYE,NGOTHIE,1,No
THIAROYE,KOUMBAL,11,No
THIAROYE,NDIEDIENG,1,No
THIAROYE,PAOS KOTO,3,No
THIAROYE,WACK NGOUNA,2,No
THIAROYE,MEDINA SABAKH,1,No
THIAROYE,GNIBY,2,No
THIAROYE,DAROU MINAME II,0,No
THIAROYE,KATAKELKEUR MBOUCKI,0,No
THIAROYE,KEUR MBOUCKI,2,No
THIAROYE,SAGNA,0,No
THIAROYE,IDA MOURIDE,1,No
THIAROYE,MISSIRAH WADENE,1,No
THIAROYE,LOUR ESCALE,1,No
THIAROYE,MABO,1,No
THIAROYE,MBANE,1,No
THIAROYE,SALDE,1,No
THIAROYE,NDIAYE MBERESS,6,No
THIAROYE,GAMADJI SARRE,7,No
THIAROYE,CAS CAS,3,No
THIAROYE,RAO,7,No
THIAROYE,THILE BOUBACAR,0,No
THIAROYE,FAFACOUROU,0,No
THIAROYE,MAMPATIM,0,No
THIAROYE,NDORNA,0,No
THIAROYE,BONCONTO,0,No
THIAROYE,NIAMING,1,No
THIAROYE,DIOULACOLON,1,No
THIAROYE,SARE COLY SALE,2,No
THIAROYE,PAKOUR,0,No
THIAROYE,SARE BIDJI,3,No
THIAROYE,DJIBANAR,7,No
THIAROYE,DJIREDJI,0,No
THIAROYE,DIAROUME,0,No
THIAROYE,BONA,5,No
THIAROYE,KARANTABA,0,No
THIAROYE,DIENDE,2,No
THIAROYE,BOGHAL,4,No
THIAROYE,SIMBANDI BRASSOU,1,No
THIAROYE,DJIBABOUYA,0,No
THIAROYE,CABROUSSE,0,No
THIAROYE,LOUDIA OUOLOF,1,No
THIAROYE,SINDIAN,2,No
THIAROYE,TENGHORY,2,No
THIAROYE,KATABA I,1,No
THIAROYE,TENDOUCK,0,No
THIAROYE,NYASSIA,0,No
THIAROYE,NIAGUIS,12,No
THIAROYE,BANDAFASSI,2,No
THIAROYE,BEMBOU,0,No
THIAROYE,DAKATELY,0,No
THIAROYE,DAR SALAM,0,No
THIAROYE,FONGOLIMBI,0,No
THIAROYE,SABODALA,1,No
THIAROYE,KOUSSANAR,4,No
THIAROYE,MISSIRAH,0,No
THIAROYE,MAKACOULIBANTANG,0,No
THIAROYE,KOUTHIABA OUOLOF,0,No
THIAROYE,BAMBA NDIAYENE,1,No
THIAROYE,KOULOR,0,No
THIAROYE,DIANKE MAKHA,1,No
THIAROYE,BALA,0,No
THIAROYE,BOYNGUEL BAMBA,0,No
THIAROYE,MOUDERY,2,No
THIAROYE,KENIEBA,0,No
THIAROYE,BELE,0,No
THIAROYE,OGO,10,No
THIAROYE,AGNAM CIVOL,1,No
THIAROYE,VELINGARA,1,No
THIAROYE,ORKADIERE,1,No
THIAROYE,OURO SIDY,1,No
NIAYES,PARCELLES ASSAINIES,45,No
NIAYES,ALMADIES,28,No
NIAYES,GRAND DAKAR,48,No
NIAYES,DAKAR PLATEAU,90,No
NIAYES,GUEDIAWAYE,51,No
NIAYES,PIKINE DAGOUDANE,43,No
NIAYES,THIAROYE,68,No
NIAYES,RUFISQUE,9,No
NIAYES,BAMBILOR,53,No
NIAYES,KEUR MOUSSA,3,No
NIAYES,SINDIA,7,No
NIAYES,NOTTO,0,No
NIAYES,THIENABA,1,No
NIAYES,PAMBAL,5,No
NIAYES,MEOUANE,2,No
NIAYES,MERINA DAKHAR,0,No
NIAYES,NIAKHENE,1,No
NIAYES,THIES SUD,2,No
NIAYES,THIES NORD,1,No
NIAYES,FISSEL,0,No
NIAYES,SESSENE,2,No
NIAYES,TAIF,0,No
NIAYES,KAEL,1,No
NIAYES,NDAME,28,No
NIAYES,NDOULO,2,No
NIAYES,NDINDY,0,No
NIAYES,NGOYE,2,No
NIAYES,LAMBAYE,2,No
NIAYES,BABA GARAGE,0,No
NIAYES,COLOBANE,0,No
NIAYES,NIAKHAR,1,No
NIAYES,TATTAGUINE,1,No
NIAYES,OUADIOUR,0,No
NIAYES,NDIOB,3,No
NIAYES,FIMELA,2,No
NIAYES,NIODIOR,2,No
NIAYES,TOUBACOUTA,0,No
NIAYES,DJILOR,2,No
NIAYES,SAKAL,1,No
NIAYES,MEUR MOMAR SARR,0,No
NIAYES,MBEDIENE,6,No
NIAYES,COKI,4,No
NIAYES,SAGATTA GUETH I,2,No
NIAYES,SAGATTA GUETH II,2,No
NIAYES,DAROU MOUSTY,0,No
NIAYES,SAGATTA DJOLOF,2,No
NIAYES,YANG YANG,0,No
NIAYES,DODJI,1,No
NIAYES,BARKEDJI,0,No
NIAYES,MBADAKHOUNE,0,No
NIAYES,NGUELOU,1,No
NIAYES,NGOTHIE,2,No
NIAYES,KOUMBAL,8,No
NIAYES,NDIEDIENG,0,No
NIAYES,PAOS KOTO,1,No
NIAYES,WACK NGOUNA,2,No
NIAYES,MEDINA SABAKH,2,No
NIAYES,GNIBY,2,No
NIAYES,DAROU MINAME II,0,No
NIAYES,KATAKELKEUR MBOUCKI,1,No
NIAYES,KEUR MBOUCKI,0,No
NIAYES,SAGNA,0,No
NIAYES,IDA MOURIDE,0,No
NIAYES,MISSIRAH WADENE,0,No
NIAYES,LOUR ESCALE,0,No
NIAYES,MABO,2,No
NIAYES,MBANE,0,No
NIAYES,SALDE,4,No
NIAYES,NDIAYE MBERESS,3,No
NIAYES,GAMADJI SARRE,3,No
NIAYES,CAS CAS,3,No
NIAYES,RAO,8,No
NIAYES,THILE BOUBACAR,0,No
NIAYES,FAFACOUROU,0,No
NIAYES,MAMPATIM,1,No
NIAYES,NDORNA,1,No
NIAYES,BONCONTO,1,No
NIAYES,NIAMING,0,No
NIAYES,DIOULACOLON,0,No
NIAYES,SARE COLY SALE,3,No
NIAYES,PAKOUR,0,No
NIAYES,SARE BIDJI,5,No
NIAYES,DJIBANAR,0,No
NIAYES,DJIREDJI,3,No
NIAYES,DIAROUME,0,No
NIAYES,BONA,4,No
NIAYES,KARANTABA,0,No
NIAYES,DIENDE,3,No
NIAYES,BOGHAL,3,No
NIAYES,SIMBANDI BRASSOU,0,No
NIAYES,DJIBABOUYA,2,No
NIAYES,CABROUSSE,1,No
NIAYES,LOUDIA OUOLOF,0,No
NIAYES,SINDIAN,2,No
NIAYES,TENGHORY,7,No
NIAYES,KATABA I,1,No
NIAYES,TENDOUCK,3,No
NIAYES,NYASSIA,1,No
NIAYES,NIAGUIS,12,No
NIAYES,BANDAFASSI,2,No
NIAYES,BEMBOU,0,No
NIAYES,DAKATELY,0,No
NIAYES,DAR SALAM,0,No
NIAYES,FONGOLIMBI,0,No
NIAYES,SABODALA,0,No
NIAYES,KOUSSANAR,1,No
NIAYES,MISSIRAH,0,No
NIAYES,MAKACOULIBANTANG,1,No
NIAYES,KOUTHIABA OUOLOF,1,No
NIAYES,BAMBA NDIAYENE,0,No
NIAYES,KOULOR,0,No
NIAYES,DIANKE MAKHA,0,No
NIAYES,BALA,0,No
NIAYES,BOYNGUEL BAMBA,1,No
NIAYES,MOUDERY,2,No
NIAYES,KENIEBA,0,No
NIAYES,BELE,0,No
NIAYES,OGO,5,No
NIAYES,AGNAM CIVOL,2,No
NIAYES,VELINGARA,0,No
NIAYES,ORKADIERE,1,No
NIAYES,OURO SIDY,0,No
RUFISQUE,PARCELLES ASSAINIES,16,No
RUFISQUE,ALMADIES,13,No
RUFISQUE,GRAND DAKAR,18,No
RUFISQUE,DAKAR PLATEAU,39,No
RUFISQUE,GUEDIAWAYE,5,No
RUFISQUE,PIKINE DAGOUDANE,4,No
RUFISQUE,THIAROYE,35,No
RUFISQUE,NIAYES,14,No
RUFISQUE,BAMBILOR,19,No
RUFISQUE,KEUR MOUSSA,1,No
RUFISQUE,SINDIA,7,No
RUFISQUE,NOTTO,0,No
RUFISQUE,THIENABA,3,No
RUFISQUE,PAMBAL,3,No
RUFISQUE,MEOUANE,1,No
RUFISQUE,MERINA DAKHAR,1,No
RUFISQUE,NIAKHENE,0,No
RUFISQUE,THIES SUD,6,No
RUFISQUE,THIES NORD,2,No
RUFISQUE,FISSEL,1,No
RUFISQUE,SESSENE,1,No
RUFISQUE,TAIF,1,No
RUFISQUE,KAEL,0,No
RUFISQUE,NDAME,12,No
RUFISQUE,NDOULO,5,No
RUFISQUE,NDINDY,0,No
RUFISQUE,NGOYE,0,No
RUFISQUE,LAMBAYE,0,No
RUFISQUE,BABA GARAGE,0,No
RUFISQUE,COLOBANE,1,No
RUFISQUE,NIAKHAR,1,No
RUFISQUE,TATTAGUINE,0,No
RUFISQUE,OUADIOUR,0,No
RUFISQUE,NDIOB,0,No
RUFISQUE,FIMELA,1,No
RUFISQUE,NIODIOR,0,No
RUFISQUE,TOUBACOUTA,1,No
RUFISQUE,DJILOR,0,No
RUFISQUE,SAKAL,2,No
RUFISQUE,MEUR MOMAR SARR,0,No
RUFISQUE,MBEDIENE,4,No
RUFISQUE,COKI,0,No
RUFISQUE,SAGATTA GUETH I,0,No
RUFISQUE,SAGATTA GUETH II,0,No
RUFISQUE,DAROU MOUSTY,0,No
RUFISQUE,SAGATTA DJOLOF,1,No
RUFISQUE,YANG YANG,0,No
RUFISQUE,DODJI,0,No
RUFISQUE,BARKEDJI,0,No
RUFISQUE,MBADAKHOUNE,0,No
RUFISQUE,NGUELOU,1,No
RUFISQUE,NGOTHIE,0,No
RUFISQUE,KOUMBAL,5,No
RUFISQUE,NDIEDIENG,0,No
RUFISQUE,PAOS KOTO,0,No
RUFISQUE,WACK NGOUNA,0,No
RUFISQUE,MEDINA SABAKH,0,No
RUFISQUE,GNIBY,0,No
RUFISQUE,DAROU MINAME II,1,No
RUFISQUE,KATAKELKEUR MBOUCKI,1,No
RUFISQUE,KEUR MBOUCKI,1,No
RUFISQUE,SAGNA,1,No
RUFISQUE,IDA MOURIDE,0,No
RUFISQUE,MISSIRAH WADENE,0,No
RUFISQUE,LOUR ESCALE,0,No
RUFISQUE,MABO,1,No
RUFISQUE,MBANE,0,No
RUFISQUE,SALDE,0,No
RUFISQUE,NDIAYE MBERESS,3,No
RUFISQUE,GAMADJI SARRE,1,No
RUFISQUE,CAS CAS,0,No
RUFISQUE,RAO,6,No
RUFISQUE,THILE BOUBACAR,0,No
RUFISQUE,FAFACOUROU,0,No
RUFISQUE,MAMPATIM,0,No
RUFISQUE,NDORNA,0,No
RUFISQUE,BONCONTO,1,No
RUFISQUE,NIAMING,1,No
RUFISQUE,DIOULACOLON,1,No
RUFISQUE,SARE COLY SALE,0,No
RUFISQUE,PAKOUR,1,No
RUFISQUE,SARE BIDJI,0,No
RUFISQUE,DJIBANAR,0,No
RUFISQUE,DJIREDJI,0,No
RUFISQUE,DIAROUME,0,No
RUFISQUE,BONA,0,No
RUFISQUE,KARANTABA,0,No
RUFISQUE,DIENDE,0,No
RUFISQUE,BOGHAL,0,No
RUFISQUE,SIMBANDI BRASSOU,0,No
RUFISQUE,DJIBABOUYA,0,No
RUFISQUE,CABROUSSE,0,No
RUFISQUE,LOUDIA OUOLOF,0,No
RUFISQUE,SINDIAN,0,No
RUFISQUE,TENGHORY,2,No
RUFISQUE,KATABA I,0,No
RUFISQUE,TENDOUCK,1,No
RUFISQUE,NYASSIA,0,No
RUFISQUE,NIAGUIS,5,No
RUFISQUE,BANDAFASSI,0,No
RUFISQUE,BEMBOU,0,No
RUFISQUE,DAKATELY,0,No
RUFISQUE,DAR SALAM,0,No
RUFISQUE,FONGOLIMBI,0,No
RUFISQUE,SABODALA,0,No
RUFISQUE,KOUSSANAR,1,No
RUFISQUE,MISSIRAH,0,No
RUFISQUE,MAKACOULIBANTANG,0,No
RUFISQUE,KOUTHIABA OUOLOF,0,No
RUFISQUE,BAMBA NDIAYENE,0,No
RUFISQUE,KOULOR,0,No
RUFISQUE,DIANKE MAKHA,0,No
RUFISQUE,BALA,0,No
RUFISQUE,BOYNGUEL BAMBA,1,No
RUFISQUE,MOUDERY,0,No
RUFISQUE,KENIEBA,0,No
RUFISQUE,BELE,2,No
RUFISQUE,OGO,0,No
RUFISQUE,AGNAM CIVOL,0,No
RUFISQUE,VELINGARA,1,No
RUFISQUE,ORKADIERE,0,No
RUFISQUE,OURO SIDY,0,No
BAMBILOR,PARCELLES ASSAINIES,14,No
BAMBILOR,ALMADIES,21,No
BAMBILOR,GRAND DAKAR,16,No
BAMBILOR,DAKAR PLATEAU,30,No
BAMBILOR,GUEDIAWAYE,7,No
BAMBILOR,PIKINE DAGOUDANE,11,No
BAMBILOR,THIAROYE,15,No
BAMBILOR,NIAYES,22,No
BAMBILOR,RUFISQUE,25,No
BAMBILOR,KEUR MOUSSA,8,No
BAMBILOR,SINDIA,14,No
BAMBILOR,NOTTO,1,No
BAMBILOR,THIENABA,3,No
BAMBILOR,PAMBAL,3,No
BAMBILOR,MEOUANE,0,No
BAMBILOR,MERINA DAKHAR,0,No
BAMBILOR,NIAKHENE,0,No
BAMBILOR,THIES SUD,4,No
BAMBILOR,THIES NORD,2,No
BAMBILOR,FISSEL,1,No
BAMBILOR,SESSENE,4,No
BAMBILOR,TAIF,0,No
BAMBILOR,KAEL,1,No
BAMBILOR,NDAME,7,No
BAMBILOR,NDOULO,1,No
BAMBILOR,NDINDY,0,No
BAMBILOR,NGOYE,1,No
BAMBILOR,LAMBAYE,0,No
BAMBILOR,BABA GARAGE,0,No
BAMBILOR,COLOBANE,0,No
BAMBILOR,NIAKHAR,1,No
BAMBILOR,TATTAGUINE,1,No
BAMBILOR,OUADIOUR,0,No
BAMBILOR,NDIOB,1,No
BAMBILOR,FIMELA,1,No
BAMBILOR,NIODIOR,0,No
BAMBILOR,TOUBACOUTA,1,No
BAMBILOR,DJILOR,0,No
BAMBILOR,SAKAL,0,No
BAMBILOR,MEUR MOMAR SARR,0,No
BAMBILOR,MBEDIENE,1,No
BAMBILOR,COKI,0,No
BAMBILOR,SAGATTA GUETH I,0,No
BAMBILOR,SAGATTA GUETH II,0,No
BAMBILOR,DAROU MOUSTY,1,No
BAMBILOR,SAGATTA DJOLOF,0,No
BAMBILOR,YANG YANG,1,No
BAMBILOR,DODJI,0,No
BAMBILOR,BARKEDJI,1,No
BAMBILOR,MBADAKHOUNE,0,No
BAMBILOR,NGUELOU,0,No
BAMBILOR,NGOTHIE,0,No
BAMBILOR,KOUMBAL,6,No
BAMBILOR,NDIEDIENG,0,No
BAMBILOR,PAOS KOTO,1,No
BAMBILOR,WACK NGOUNA,0,No
BAMBILOR,MEDINA SABAKH,0,No
BAMBILOR,GNIBY,2,No
BAMBILOR,DAROU MINAME II,0,No
BAMBILOR,KATAKELKEUR MBOUCKI,0,No
BAMBILOR,KEUR MBOUCKI,0,No
BAMBILOR,SAGNA,0,No
BAMBILOR,IDA MOURIDE,3,No
BAMBILOR,MISSIRAH WADENE,0,No
BAMBILOR,LOUR ESCALE,0,No
BAMBILOR,MABO,1,No
BAMBILOR,MBANE,1,No
BAMBILOR,SALDE,0,No
BAMBILOR,NDIAYE MBERESS,4,No
BAMBILOR,GAMADJI SARRE,1,No
BAMBILOR,CAS CAS,1,No
BAMBILOR,RAO,2,No
BAMBILOR,THILE BOUBACAR,0,No
BAMBILOR,FAFACOUROU,0,No
BAMBILOR,MAMPATIM,1,No
BAMBILOR,NDORNA,0,No
BAMBILOR,BONCONTO,1,No
BAMBILOR,NIAMING,0,No
BAMBILOR,DIOULACOLON,2,No
BAMBILOR,SARE COLY SALE,0,No
BAMBILOR,PAKOUR,0,No
BAMBILOR,SARE BIDJI,2,No
BAMBILOR,DJIBANAR,0,No
BAMBILOR,DJIREDJI,0,No
BAMBILOR,DIAROUME,0,No
BAMBILOR,BONA,1,No
BAMBILOR,KARANTABA,0,No
BAMBILOR,DIENDE,0,No
BAMBILOR,BOGHAL,1,No
BAMBILOR,SIMBANDI BRASSOU,1,No
BAMBILOR,DJIBABOUYA,0,No
BAMBILOR,CABROUSSE,0,No
BAMBILOR,LOUDIA OUOLOF,0,No
BAMBILOR,SINDIAN,1,No
BAMBILOR,TENGHORY,4,No
BAMBILOR,KATABA I,1,No
BAMBILOR,TENDOUCK,0,No
BAMBILOR,NYASSIA,0,No
BAMBILOR,NIAGUIS,5,No
BAMBILOR,BANDAFASSI,0,No
BAMBILOR,BEMBOU,0,No
BAMBILOR,DAKATELY,0,No
BAMBILOR,DAR SALAM,0,No
BAMBILOR,FONGOLIMBI,0,No
BAMBILOR,SABODALA,0,No
BAMBILOR,KOUSSANAR,3,No
BAMBILOR,MISSIRAH,0,No
BAMBILOR,MAKACOULIBANTANG,0,No
BAMBILOR,KOUTHIABA OUOLOF,1,No
BAMBILOR,BAMBA NDIAYENE,0,No
BAMBILOR,KOULOR,0,No
BAMBILOR,DIANKE MAKHA,0,No
BAMBILOR,BALA,0,No
BAMBILOR,BOYNGUEL BAMBA,1,No
BAMBILOR,MOUDERY,0,No
BAMBILOR,KENIEBA,0,No
BAMBILOR,BELE,1,No
BAMBILOR,OGO,1,No
BAMBILOR,AGNAM CIVOL,2,No
BAMBILOR,VELINGARA,0,No
BAMBILOR,ORKADIERE,0,No
BAMBILOR,OURO SIDY,0,No
KEUR MOUSSA,PARCELLES ASSAINIES,2,No
KEUR MOUSSA,ALMADIES,4,No
KEUR MOUSSA,GRAND DAKAR,3,No
KEUR MOUSSA,DAKAR PLATEAU,5,No
KEUR MOUSSA,GUEDIAWAYE,1,No
KEUR MOUSSA,PIKINE DAGOUDANE,5,No
KEUR MOUSSA,THIAROYE,4,No
KEUR MOUSSA,NIAYES,3,No
KEUR MOUSSA,RUFISQUE,9,No
KEUR MOUSSA,BAMBILOR,13,No
KEUR MOUSSA,SINDIA,11,No
KEUR MOUSSA,NOTTO,0,No
KEUR MOUSSA,THIENABA,0,No
KEUR MOUSSA,PAMBAL,2,No
KEUR MOUSSA,MEOUANE,4,No
KEUR MOUSSA,MERINA DAKHAR,0,No
KEUR MOUSSA,NIAKHENE,0,No
KEUR MOUSSA,THIES SUD,7,No
KEUR MOUSSA,THIES NORD,4,No
KEUR MOUSSA,FISSEL,0,No
KEUR MOUSSA,SESSENE,1,No
KEUR MOUSSA,TAIF,0,No
KEUR MOUSSA,KAEL,0,No
KEUR MOUSSA,NDAME,2,No
KEUR MOUSSA,NDOULO,1,No
KEUR MOUSSA,NDINDY,0,No
KEUR MOUSSA,NGOYE,0,No
KEUR MOUSSA,LAMBAYE,0,No
KEUR MOUSSA,BABA GARAGE,1,No
KEUR MOUSSA,COLOBANE,0,No
KEUR MOUSSA,NIAKHAR,0,No
KEUR MOUSSA,TATTAGUINE,0,No
KEUR MOUSSA,OUADIOUR,0,No
KEUR MOUSSA,NDIOB,0,No
KEUR MOUSSA,FIMELA,0,No
KEUR MOUSSA,NIODIOR,1,No
KEUR MOUSSA,TOUBACOUTA,1,No
KEUR MOUSSA,DJILOR,0,No
KEUR MOUSSA,SAKAL,0,No
KEUR MOUSSA,MEUR MOMAR SARR,0,No
KEUR MOUSSA,MBEDIENE,1,No
KEUR MOUSSA,COKI,0,No
KEUR MOUSSA,SAGATTA GUETH I,1,No
KEUR MOUSSA,SAGATTA GUETH II,0,No
KEUR MOUSSA,DAROU MOUSTY,1,No
KEUR MOUSSA,SAGATTA DJOLOF,0,No
KEUR MOUSSA,YANG YANG,0,No
KEUR MOUSSA,DODJI,0,No
KEUR MOUSSA,BARKEDJI,0,No
KEUR MOUSSA,MBADAKHOUNE,0,No
